"opp","biopharm","ustwin","patus","patgsgr","year","ncit","ncountry","nclaims"
0,0,1,1,0,1990,4,4,10
0,0,1,1,0,1990,2,8,8
1,0,0,0,1,1988,0,7,2
0,1,1,0,1,1990,6,11,13
0,0,0,1,0,1989,0,3,11
0,0,1,0,0,1991,3,2,6
0,0,1,1,0,1992,1,4,14
0,1,1,0,0,1989,0,8,9
0,0,1,0,0,1990,1,3,30
0,1,1,1,0,1991,7,11,10
0,0,1,0,1,1988,0,3,11
1,0,1,1,0,1989,4,4,2
0,1,1,0,1,1990,1,11,22
1,0,1,1,0,1991,5,4,8
0,0,1,0,1,1990,0,3,2
1,1,0,1,0,1995,4,11,12
0,0,1,0,0,1992,1,4,6
0,0,1,0,0,1990,2,4,6
0,0,1,0,1,1990,1,11,13
1,0,1,0,1,1989,1,5,6
0,1,0,0,1,1989,1,8,7
0,0,1,1,0,1993,3,4,9
0,0,1,0,1,1989,0,10,8
1,0,1,1,0,1992,4,4,20
0,0,1,1,0,1988,1,4,10
0,0,1,1,0,1991,1,5,9
0,1,1,0,1,1991,6,11,7
1,1,1,0,1,1989,5,11,12
0,0,1,0,0,1990,0,2,5
1,0,1,0,1,1990,2,5,10
1,1,0,0,1,1989,1,8,6
0,0,1,0,0,1990,0,3,10
0,0,1,0,1,1989,0,4,6
0,0,1,0,0,1988,3,7,10
1,0,1,0,1,1986,1,11,9
0,1,0,0,0,1991,1,10,25
0,0,1,0,0,1988,0,4,14
0,0,1,0,0,1988,3,3,3
0,0,1,0,0,1989,1,4,3
0,1,1,0,0,1989,3,11,4
0,0,1,0,0,1988,0,4,7
0,1,0,0,0,1990,10,10,47
0,0,1,0,0,1988,2,3,9
0,0,1,0,0,1988,1,9,6
0,1,0,0,0,1988,0,11,11
0,0,1,1,0,1992,8,5,10
1,1,0,0,1,1989,1,10,12
1,1,0,0,0,1991,2,11,10
0,0,1,0,0,1988,2,4,10
1,0,0,1,0,1988,0,6,12
0,0,1,0,1,1990,0,6,9
0,1,1,0,1,1990,6,9,8
1,0,1,1,0,1989,4,10,14
1,0,1,0,0,1991,6,3,17
0,0,0,1,0,1990,3,11,9
0,0,1,0,0,1988,0,5,23
1,0,1,0,0,1990,3,3,6
0,0,0,0,1,1987,1,2,10
1,1,1,0,1,1991,7,10,14
1,0,0,0,0,1991,5,4,18
1,0,1,0,1,1989,1,10,25
1,1,1,0,0,1989,4,4,2
0,0,0,0,0,1988,1,3,14
1,1,0,1,0,1990,0,11,9
0,0,0,1,0,1990,1,4,10
0,0,1,1,0,1990,2,11,14
1,1,0,0,0,1990,2,9,12
0,1,1,0,0,1991,2,11,13
0,0,0,1,0,1990,2,3,10
0,0,1,1,0,1991,3,11,19
0,0,1,0,0,1990,0,6,5
1,1,0,0,1,1990,12,11,19
1,0,0,1,0,1988,3,7,23
1,0,1,1,0,1991,1,7,12
0,1,1,1,0,1991,2,6,10
1,1,1,1,0,1990,6,11,12
0,1,1,0,0,1990,1,3,10
0,0,1,0,0,1991,4,5,10
1,1,0,1,0,1991,6,11,17
0,1,0,0,0,1990,2,8,11
0,0,1,1,0,1992,3,6,12
1,1,1,0,0,1990,4,11,22
0,0,1,0,0,1992,1,4,14
0,0,1,0,0,1989,3,3,6
1,0,1,0,0,1990,5,3,9
0,1,0,0,0,1992,7,11,40
1,1,1,0,1,1987,2,5,10
1,1,1,1,0,1991,4,11,18
0,0,1,1,0,1989,0,11,14
1,0,1,0,1,1989,1,10,16
0,0,1,0,0,1989,1,2,6
0,0,1,1,0,1989,0,11,20
1,0,1,1,0,1991,1,11,12
1,0,0,0,1,1990,0,11,6
0,0,1,0,0,1989,3,3,4
0,0,1,0,0,1990,4,4,6
0,1,0,1,0,1988,0,11,10
1,0,1,1,0,1990,3,8,29
0,0,1,0,0,1990,1,5,28
1,0,1,1,0,1991,0,7,15
0,1,1,0,0,1989,1,11,4
1,1,0,0,0,1987,6,4,18
1,0,1,1,0,1989,2,4,14
0,0,1,0,1,1990,1,5,7
1,0,1,0,0,1990,5,3,2
0,0,0,1,0,1990,1,4,4
0,0,1,0,1,1992,1,10,4
0,1,0,1,0,1989,1,9,16
1,1,0,1,0,1991,8,11,13
0,0,1,0,0,1989,1,3,10
1,0,1,0,0,1990,0,3,11
1,1,0,0,1,1991,4,10,34
0,0,1,0,0,1989,3,3,2
1,0,1,1,0,1992,0,4,20
0,1,1,1,0,1990,1,8,3
0,1,1,0,0,1989,8,11,18
1,1,0,1,0,1992,17,11,11
1,1,1,0,0,1988,0,3,16
0,0,1,1,0,1992,1,5,13
0,0,1,1,0,1989,0,5,2
1,1,0,1,0,1991,2,4,15
0,0,1,0,0,1991,0,3,4
0,1,1,0,0,1990,1,9,10
0,1,1,0,0,1990,2,11,10
1,1,1,0,0,1991,3,11,14
0,1,1,0,1,1990,1,11,7
0,0,1,1,0,1990,1,5,10
1,1,1,1,0,1990,17,6,27
1,1,0,0,1,1990,1,11,18
0,1,0,1,0,1990,0,10,13
0,0,1,0,0,1991,4,7,21
1,1,0,0,0,1993,10,9,40
1,1,0,1,0,1994,21,11,66
0,1,1,0,0,1990,0,3,2
1,1,0,1,0,1990,2,7,7
0,0,1,0,0,1990,1,3,10
1,0,1,0,0,1988,0,6,9
0,0,1,0,0,1987,0,4,8
1,1,1,0,0,1988,3,11,16
0,1,1,0,0,1988,1,11,17
1,1,0,0,0,1989,5,11,14
1,1,1,1,0,1989,1,7,8
1,0,1,0,0,1990,2,10,10
0,0,1,0,0,1990,1,10,7
1,1,1,0,0,1988,2,11,9
0,1,0,0,0,1988,5,11,23
1,0,0,0,0,1988,6,3,11
0,1,1,0,0,1989,0,11,10
0,0,1,1,0,1989,3,5,9
1,1,0,0,1,1991,0,11,11
0,1,0,1,0,1991,10,11,43
1,1,0,0,0,1990,5,11,24
0,0,1,0,0,1988,0,3,12
0,0,1,0,0,1989,0,5,19
0,1,0,0,0,1991,1,11,23
0,0,1,1,0,1991,2,5,8
0,0,0,0,0,1988,1,3,10
1,1,1,0,0,1987,2,11,15
0,0,1,0,0,1990,0,4,10
1,1,0,0,1,1989,12,11,47
0,1,1,0,1,1987,0,11,4
1,1,0,1,0,1988,4,11,30
1,1,0,1,0,1990,6,11,41
1,1,0,0,0,1988,0,10,10
1,1,0,1,0,1991,0,10,32
0,1,0,1,0,1989,0,10,12
0,1,0,0,0,1990,0,10,7
0,1,0,0,0,1989,0,9,31
1,1,0,0,1,1990,0,10,32
1,0,1,0,0,1990,1,10,18
1,1,1,1,0,1991,0,10,10
1,0,1,1,0,1989,0,4,10
0,1,1,0,0,1989,0,10,8
0,1,0,0,1,1989,0,11,14
1,1,1,0,0,1989,0,11,15
1,1,1,1,0,1990,0,6,78
0,1,0,1,0,1989,0,3,2
0,0,1,1,0,1988,0,6,13
1,1,0,0,0,1993,0,8,21
0,0,1,1,0,1987,0,4,10
0,1,1,1,0,1990,0,11,10
1,1,1,1,0,1990,0,11,20
0,1,1,0,0,1991,0,11,18
0,1,1,1,0,1989,0,3,33
1,0,1,0,0,1990,2,4,4
1,1,0,1,0,1990,0,9,13
1,1,1,0,0,1988,0,11,8
0,0,0,0,0,1989,0,11,14
0,0,0,1,0,1990,0,6,9
1,1,0,1,0,1990,0,11,18
0,1,1,1,0,1990,0,11,10
1,1,0,1,0,1991,0,11,30
1,1,1,1,0,1991,0,11,9
1,0,1,1,0,1989,0,10,23
0,0,1,1,0,1990,0,7,6
1,1,0,0,0,1990,0,11,14
1,1,0,0,0,1992,0,11,27
1,1,1,1,0,1992,0,11,19
1,0,0,0,1,1989,0,5,9
0,0,0,1,0,1991,0,2,35
0,1,1,1,0,1990,0,11,13
1,1,1,1,0,1992,0,11,18
1,1,0,1,0,1992,0,11,23
0,0,1,1,0,1989,0,5,10
1,1,0,0,0,1989,0,11,18
0,0,1,0,1,1991,0,11,5
1,1,1,1,0,1990,0,11,33
1,0,1,0,1,1989,0,6,8
1,1,0,0,0,1991,0,11,17
0,0,1,0,1,1989,0,3,10
1,0,1,0,1,1989,0,11,17
0,1,1,0,0,1991,0,9,11
1,1,0,1,0,1993,0,11,17
0,1,1,1,0,1989,0,11,9
1,0,1,1,0,1989,0,6,23
0,0,1,1,0,1989,0,9,10
0,1,1,1,0,1990,0,1,17
0,0,1,0,0,1989,0,3,6
1,1,0,1,0,1995,1,11,25
0,1,0,0,0,1991,1,6,5
0,0,0,0,1,1988,0,4,7
0,1,1,0,1,1990,0,8,12
1,1,0,1,0,1991,2,9,14
0,0,1,0,0,1991,3,3,8
0,0,1,0,0,1991,7,4,14
1,0,0,0,1,1990,2,7,12
1,1,1,0,1,1988,0,11,9
0,0,1,0,0,1988,0,9,6
1,1,0,0,1,1990,3,11,5
0,0,1,1,0,1993,1,5,10
0,0,0,1,0,1989,1,3,9
1,0,1,0,0,1992,2,4,13
1,1,1,0,1,1989,1,4,11
0,0,0,0,1,1996,0,4,20
0,0,1,0,1,1990,2,4,7
0,0,1,0,0,1990,3,4,1
1,0,0,0,1,1995,0,6,5
1,0,1,0,1,1991,1,9,5
0,1,0,1,0,1991,1,11,4
0,0,1,0,0,1990,2,4,11
0,0,1,1,0,1991,0,4,6
0,1,1,1,0,1989,1,11,9
0,0,1,0,0,1991,0,3,11
1,0,1,0,1,1989,9,8,34
0,0,1,0,1,1989,0,6,10
1,1,0,1,0,1991,2,11,16
1,1,0,0,1,1990,1,11,4
0,0,0,0,1,1989,0,11,2
0,0,1,1,0,1989,2,3,5
0,0,1,0,1,1990,1,10,8
1,0,1,0,1,1989,0,4,3
1,0,0,0,0,1991,1,11,8
0,0,0,0,0,1990,2,3,11
0,0,1,0,1,1988,1,3,7
1,0,0,1,0,1990,4,6,12
0,0,1,0,0,1991,6,3,23
0,0,1,0,0,1991,1,3,9
1,1,0,1,0,1991,1,5,43
0,0,1,0,1,1989,1,5,4
1,1,0,1,0,1991,2,6,35
0,1,0,1,0,1991,0,10,10
0,1,1,0,0,1990,0,9,10
0,1,1,1,0,1991,3,11,9
0,0,0,0,0,1990,0,4,4
0,0,1,0,1,1990,0,9,5
0,0,0,0,1,1991,2,5,18
0,1,0,1,0,1992,3,10,4
0,0,1,1,0,1990,4,6,21
0,1,0,0,0,1991,3,5,17
0,0,1,1,0,1993,1,3,5
0,0,1,0,1,1988,1,6,20
1,0,1,0,0,1990,9,4,5
0,1,1,1,0,1991,0,7,8
0,0,0,1,0,1990,0,4,6
0,0,1,0,0,1992,0,4,26
0,1,1,0,0,1990,2,5,10
1,0,1,1,0,1991,5,11,14
0,1,1,0,0,1991,0,10,20
0,0,0,0,1,1991,1,4,10
0,1,0,0,0,1991,5,11,21
1,1,1,0,1,1990,5,11,6
1,0,0,0,1,1991,1,5,10
1,0,1,0,0,1990,4,6,8
1,1,1,0,0,1990,1,11,16
1,0,0,1,0,1993,0,4,15
0,0,1,0,1,1991,1,3,13
0,1,0,0,0,1991,3,2,14
0,0,0,1,0,1992,1,4,13
1,1,0,0,0,1989,1,11,4
0,0,0,0,0,1991,4,3,6
1,1,0,0,0,1989,3,11,10
0,0,1,0,0,1991,1,3,4
1,0,1,0,1,1989,4,4,7
0,0,1,0,0,1992,3,3,10
0,0,1,1,0,1993,1,7,29
0,0,1,0,0,1995,1,3,7
1,0,1,0,0,1992,4,3,25
1,1,0,0,1,1991,2,11,10
0,0,1,1,0,1990,11,4,15
1,1,0,1,0,1988,1,11,30
0,0,1,1,0,1991,0,4,9
1,0,1,0,1,1989,2,10,12
0,0,1,1,0,1990,1,8,34
0,0,0,0,1,1989,2,8,4
0,1,0,0,0,1991,6,4,7
0,0,1,0,0,1992,1,3,14
0,0,1,0,1,1989,0,6,7
0,0,1,0,0,1990,0,4,3
1,1,0,1,0,1990,5,10,12
1,1,1,0,1,1991,3,11,13
0,0,1,0,0,1991,0,3,2
0,0,0,0,0,1991,0,3,7
1,1,0,1,0,1991,5,7,12
1,1,0,0,1,1990,3,11,15
0,1,1,0,1,1991,1,11,13
0,0,1,0,1,1990,1,6,10
0,0,1,1,0,1990,1,3,11
1,1,1,0,0,1990,1,7,1
0,0,1,0,1,1989,0,6,5
1,0,1,0,0,1992,1,2,17
1,1,0,0,0,1991,2,10,20
1,0,1,0,0,1991,1,3,6
1,0,1,0,0,1990,3,3,15
1,0,1,0,1,1990,6,5,5
1,0,1,0,1,1990,4,5,17
1,1,1,0,0,1990,5,6,3
0,0,1,0,0,1991,3,3,11
1,1,0,0,0,1990,5,11,10
0,0,1,1,0,1991,0,13,13
1,1,0,0,0,1990,1,11,9
1,1,1,0,1,1990,8,8,37
0,1,0,0,0,1991,2,3,11
1,1,0,0,0,1992,4,11,29
1,0,1,0,1,1989,2,2,20
0,0,1,1,0,1991,0,3,11
0,0,1,1,0,1990,3,7,9
0,1,0,0,0,1990,0,13,11
0,1,1,1,0,1992,2,13,8
1,1,0,0,1,1991,0,9,16
0,0,1,0,0,1994,4,5,11
1,0,1,0,0,1993,1,8,22
1,1,0,1,0,1991,2,11,24
1,0,1,0,1,1989,1,11,19
0,0,1,0,0,1995,1,3,16
0,1,1,0,0,1990,0,13,9
1,1,1,1,0,1991,1,10,10
1,1,0,0,1,1989,5,13,10
0,0,1,0,0,1992,0,3,9
0,1,1,0,0,1989,1,3,1
0,0,0,0,1,1991,5,13,15
0,0,1,0,0,1991,1,4,8
1,1,0,0,1,1991,3,7,10
1,1,0,1,0,1991,9,10,10
0,0,1,0,0,1992,0,3,9
0,0,1,0,0,1991,0,4,5
0,0,0,1,0,1991,4,4,5
0,0,1,0,0,1992,1,3,9
0,0,1,0,0,1994,0,3,7
0,0,1,1,0,1994,5,4,18
1,0,1,1,0,1992,2,7,26
1,0,1,0,1,1989,2,9,13
0,0,0,0,0,1991,5,6,11
1,1,1,1,0,1992,1,13,15
1,0,1,0,0,1991,3,5,20
0,1,1,0,0,1991,0,10,6
0,0,0,1,0,1994,0,3,56
1,1,1,0,1,1989,0,11,8
0,0,0,1,0,1991,6,5,4
1,1,0,0,0,1991,6,11,22
0,1,0,1,0,1990,0,9,26
0,0,1,0,1,1993,5,5,5
1,0,1,0,0,1989,0,6,6
0,0,1,0,0,1989,3,6,5
0,0,1,0,0,1989,2,10,4
1,1,0,0,0,1992,2,11,15
0,0,1,0,0,1991,1,4,9
0,0,1,0,0,1989,8,7,11
1,0,1,1,0,1991,1,7,7
0,0,1,0,0,1992,3,5,10
0,0,1,0,0,1989,2,4,6
0,0,1,0,0,1990,0,10,6
1,0,1,1,0,1992,1,4,13
0,0,1,0,0,1990,1,5,5
0,0,1,0,0,1991,1,13,6
0,0,1,1,0,1989,0,4,11
0,0,1,0,0,1989,1,4,2
0,0,1,0,0,1990,1,5,3
0,0,1,0,0,1989,1,5,4
1,1,0,0,0,1991,22,11,37
0,0,1,0,1,1991,2,5,8
0,1,1,0,0,1991,0,8,4
1,0,1,1,0,1991,0,11,5
1,0,0,0,0,1988,0,4,3
0,0,1,0,0,1990,0,4,3
1,1,1,1,0,1992,9,11,23
0,0,1,1,0,1990,2,4,9
0,0,1,0,0,1991,0,5,7
0,1,1,1,0,1990,3,11,25
0,0,1,0,0,1990,2,4,28
0,1,0,1,0,1993,27,11,31
1,1,0,1,0,1990,3,11,20
0,0,1,1,0,1992,2,7,24
0,0,1,0,0,1990,0,4,7
1,1,1,0,0,1992,7,6,29
1,1,0,1,0,1992,35,11,10
1,1,1,1,0,1992,19,11,10
1,0,1,0,0,1990,2,3,5
0,0,1,0,0,1991,1,8,5
1,1,0,1,0,1991,5,11,18
0,1,0,0,0,1989,2,2,12
0,1,1,1,0,1989,5,11,13
1,1,0,0,1,1990,0,11,10
1,1,1,1,0,1991,3,11,15
1,1,1,1,0,1992,1,11,8
1,0,0,0,1,1988,0,11,7
0,1,0,0,1,1989,5,10,12
0,1,1,1,0,1991,2,7,12
0,0,1,0,0,1991,0,7,13
0,1,1,0,0,1990,6,7,13
0,0,0,1,0,1991,4,5,22
1,1,1,1,0,1988,2,11,11
0,0,0,0,0,1991,3,3,4
0,0,1,1,0,1992,1,5,7
1,1,0,1,0,1989,7,11,22
0,1,0,0,1,1991,1,8,8
0,0,0,0,1,1991,4,11,15
1,1,1,1,0,1994,0,10,9
0,0,1,1,0,1991,1,5,11
1,1,0,1,0,1991,1,11,7
1,1,0,1,0,1991,1,11,7
1,1,1,0,1,1990,2,8,9
0,0,1,0,0,1993,4,8,14
1,1,0,0,0,1991,1,11,19
0,0,1,1,0,1992,2,9,26
0,0,1,0,0,1989,0,4,6
1,1,0,0,0,1990,3,10,14
0,0,1,0,0,1990,6,4,15
1,1,0,1,0,1992,6,11,19
1,1,0,1,0,1992,5,11,19
0,0,1,0,1,1990,2,11,13
1,0,1,0,1,1990,3,6,9
0,1,1,1,0,1992,5,11,18
0,0,1,1,0,1990,1,10,17
0,0,1,1,0,1992,1,11,13
0,1,1,0,0,1990,7,11,10
1,0,1,1,0,1990,1,7,8
0,0,0,1,0,1996,1,3,6
1,1,1,1,0,1991,0,9,13
1,1,0,1,0,1991,10,9,21
1,1,1,1,0,1990,12,9,28
0,0,1,0,0,1991,3,3,7
0,1,1,1,0,1990,1,10,8
1,1,1,1,0,1991,3,11,11
1,1,0,1,0,1994,6,11,25
0,1,1,0,0,1990,2,6,5
1,1,1,1,0,1991,1,11,17
1,0,1,1,0,1989,13,3,9
0,0,1,0,0,1994,3,3,13
0,0,1,1,0,1993,0,6,10
0,1,0,1,0,1991,2,11,14
0,1,0,1,0,1992,0,11,13
0,1,1,1,0,1989,0,13,11
0,0,1,1,0,1991,1,13,20
1,1,0,1,0,1994,5,13,41
1,1,1,0,0,1991,3,12,9
1,1,0,1,0,1993,1,13,11
1,1,0,1,0,1993,7,11,9
1,1,1,1,0,1992,5,13,8
0,1,1,1,0,1990,0,11,4
1,1,0,1,0,1991,4,11,12
0,0,1,1,0,1990,0,8,4
0,1,0,1,0,1991,0,13,14
0,0,1,0,0,1992,0,3,9
0,0,1,1,0,1992,7,4,12
0,0,1,0,1,1992,1,6,47
0,0,1,0,0,1992,4,3,5
0,0,1,0,1,1990,6,4,14
0,0,1,1,0,1992,1,4,24
0,0,1,0,0,1991,4,13,2
0,1,0,1,0,1991,0,13,10
0,1,1,0,1,1991,1,13,10
1,1,1,1,0,1992,1,10,12
0,1,1,1,0,1990,1,13,9
1,0,0,1,0,1991,0,13,37
0,0,1,1,0,1993,7,9,10
0,1,0,0,0,1991,1,5,8
0,1,0,1,0,1991,1,13,14
0,1,0,0,0,1990,2,6,10
1,1,1,1,0,1993,5,12,10
0,0,1,0,0,1994,1,5,21
0,0,1,0,0,1990,2,3,3
1,0,1,0,1,1990,6,3,13
1,1,0,0,1,1990,5,7,12
1,1,1,1,0,1991,2,13,17
1,1,0,0,1,1991,1,13,31
0,1,1,0,1,1992,0,12,17
1,1,0,0,1,1990,6,13,6
0,0,1,0,0,1991,2,5,17
0,0,0,0,0,1991,0,10,10
0,0,1,0,0,1989,0,10,9
1,0,0,1,0,1991,3,5,14
0,1,1,0,0,1988,3,11,4
1,1,0,0,0,1987,0,4,12
1,1,0,0,0,1994,4,11,31
0,0,1,0,0,1992,0,6,2
1,0,1,0,0,1990,7,9,20
0,1,1,1,0,1991,2,7,6
0,0,1,0,0,1990,0,6,4
0,0,1,0,0,1992,1,6,5
0,0,0,1,0,1990,2,5,19
0,1,1,0,0,1988,0,5,13
0,1,0,0,0,1988,0,11,12
1,1,0,1,0,1990,1,7,13
1,0,1,0,0,1990,2,5,23
0,0,0,0,0,1990,1,4,6
1,0,0,1,0,1992,0,11,20
0,0,1,0,0,1989,0,5,7
0,0,1,0,0,1989,0,6,10
0,0,1,0,0,1989,1,7,9
1,0,1,0,0,1989,1,6,7
0,1,1,0,0,1989,0,3,12
0,0,1,0,0,1991,7,3,11
0,1,0,0,0,1990,2,12,5
1,1,1,0,0,1991,7,11,15
1,1,1,0,0,1992,5,13,10
0,0,1,0,0,1991,1,4,7
0,0,0,0,0,1990,1,2,4
1,0,1,0,1,1989,0,7,5
1,1,1,0,1,1990,0,11,6
0,1,0,0,1,1991,3,13,14
0,1,0,0,1,1991,5,13,21
0,0,0,0,1,1989,0,7,6
0,1,0,0,0,1991,0,12,9
0,1,1,1,0,1995,5,11,29
1,1,0,1,0,1991,1,11,55
0,1,1,1,0,1990,0,11,8
0,1,1,0,0,1990,0,3,8
1,0,1,0,0,1989,0,7,19
0,0,1,0,0,1992,1,2,9
0,0,1,0,0,1990,0,9,10
1,0,1,1,0,1989,0,4,18
1,1,0,1,0,1990,0,11,35
0,0,1,1,0,1988,0,3,13
1,0,1,0,0,1989,0,3,8
0,0,1,1,0,1988,0,5,12
0,1,1,1,0,1991,0,11,18
0,0,0,0,1,1989,0,10,9
0,0,0,0,1,1990,0,2,9
0,0,1,0,1,1989,0,11,5
0,0,0,1,0,1989,0,3,6
1,1,0,0,0,1989,0,11,6
1,0,1,0,0,1989,0,3,2
0,0,1,0,0,1992,0,2,2
0,1,0,0,1,1989,0,11,10
1,1,0,1,0,1989,0,10,15
0,1,1,1,0,1991,0,11,10
0,0,1,1,0,1989,0,7,20
0,0,1,0,0,1990,2,3,1
1,1,1,0,0,1989,0,11,9
0,1,0,1,0,1990,0,11,14
0,1,1,1,0,1991,0,11,10
1,1,0,1,0,1993,0,11,21
1,0,0,1,0,1989,0,7,7
0,0,1,0,0,1989,0,5,10
1,1,0,1,0,1991,0,11,10
1,1,0,1,0,1993,0,11,36
0,0,1,1,0,1990,0,6,4
0,1,1,0,0,1991,0,11,13
1,1,0,0,0,1993,0,9,56
0,0,1,0,1,1989,0,5,9
0,1,1,0,0,1991,3,11,3
0,0,1,1,0,1991,0,3,10
0,0,1,1,0,1990,0,3,13
1,1,0,0,0,1993,0,11,17
0,0,0,0,0,1990,0,5,15
1,1,0,0,1,1992,0,11,25
0,0,1,0,1,1992,0,8,19
1,1,0,1,0,1992,0,11,38
0,1,0,1,0,1988,0,11,61
1,1,0,1,0,1990,0,11,21
0,0,1,1,0,1990,0,4,47
0,1,0,1,0,1991,0,4,7
0,1,1,1,0,1991,0,11,12
0,1,1,0,1,1989,0,10,13
0,1,0,0,1,1990,0,6,10
1,1,1,1,0,1992,0,11,13
0,0,0,1,0,1992,0,11,19
0,1,1,0,0,1991,0,11,16
1,0,0,0,1,1989,0,11,11
1,1,1,0,1,1989,0,9,8
0,1,1,0,1,1989,0,3,9
1,1,0,0,1,1991,0,11,10
0,1,0,1,0,1992,0,11,7
1,1,1,1,0,1990,0,11,44
1,1,0,1,0,1992,0,11,17
1,1,0,1,0,1996,0,11,18
1,1,0,1,0,1993,0,11,16
1,1,1,0,0,1991,0,11,4
0,1,1,1,0,1992,0,5,5
0,0,1,0,0,1991,0,7,11
1,1,1,0,0,1989,0,11,8
0,0,1,1,0,1990,0,3,24
1,1,1,1,0,1992,0,7,16
1,0,1,1,0,1991,0,5,13
1,1,0,1,0,1992,0,11,25
1,0,1,1,0,1993,0,6,17
1,1,0,1,0,1992,0,11,130
0,1,1,0,1,1992,1,12,10
0,0,0,0,0,1991,2,3,13
0,0,1,0,1,1991,4,9,7
1,1,0,0,0,1990,1,11,3
0,0,1,0,0,1992,5,3,13
0,1,1,0,0,1991,2,8,10
1,1,0,0,1,1994,2,13,8
0,0,0,1,0,1992,6,4,17
0,0,0,0,1,1991,0,6,9
1,0,1,0,0,1991,5,3,10
0,1,1,0,0,1991,0,13,5
0,0,1,0,0,1991,6,4,19
0,0,1,1,0,1993,0,3,10
0,0,1,1,0,1992,0,4,6
0,0,1,0,0,1992,0,5,22
0,0,1,1,0,1994,0,4,4
0,1,0,1,0,1991,1,11,13
0,0,1,1,0,1993,0,4,8
0,0,1,0,0,1992,5,3,5
1,1,1,0,1,1991,2,13,10
0,0,1,0,0,1992,2,3,8
0,1,1,1,0,1991,0,9,12
1,0,1,0,0,1991,1,13,8
1,1,0,0,0,1993,8,13,21
0,0,1,0,1,1991,1,8,10
0,0,1,0,0,1991,4,3,14
0,0,1,0,0,1991,4,3,10
1,1,1,0,1,1991,2,13,14
1,0,0,0,0,1990,0,4,4
0,0,1,1,0,1991,1,13,13
0,0,1,1,0,1993,13,4,8
0,0,0,1,0,1991,0,5,11
0,0,1,0,1,1990,1,4,10
0,1,0,0,1,1990,0,13,13
0,0,0,1,0,1992,0,4,9
0,0,1,0,0,1993,1,4,7
1,1,0,0,1,1992,3,11,10
1,1,0,1,0,1990,4,9,7
0,0,1,0,0,1992,0,13,5
0,0,1,0,0,1992,2,3,5
0,0,1,1,0,1990,0,3,4
0,1,1,0,0,1993,1,13,10
1,0,0,0,1,1990,1,9,8
0,0,0,0,1,1990,3,5,5
0,0,1,1,0,1991,5,4,13
1,0,1,0,0,1993,1,3,8
0,1,1,0,1,1991,0,13,18
0,0,1,1,0,1994,1,7,10
0,0,1,1,0,1993,1,4,17
1,1,1,0,0,1991,4,12,21
1,0,0,0,1,1990,6,7,18
0,0,1,1,0,1993,1,4,8
0,0,1,0,0,1992,0,4,6
0,0,1,0,0,1992,0,3,5
0,0,1,0,1,1990,1,13,4
0,1,0,0,1,1990,0,13,7
0,0,1,1,0,1991,0,10,3
0,1,0,1,0,1991,0,13,18
0,0,1,1,0,1992,0,3,10
0,0,1,0,0,1994,5,3,21
1,1,0,0,1,1992,0,13,7
0,0,1,1,0,1992,2,4,10
0,0,0,0,1,1991,0,3,6
0,0,1,0,0,1992,2,3,11
0,0,1,0,0,1990,4,5,9
1,1,0,1,0,1990,3,11,9
1,1,1,0,1,1991,3,13,6
0,1,1,0,0,1992,0,13,8
0,0,0,0,1,1990,0,10,10
0,0,1,0,0,1992,1,3,11
0,0,1,1,0,1993,0,4,13
0,0,1,1,0,1990,0,4,13
0,0,1,1,0,1992,2,4,22
1,1,1,0,1,1991,1,13,6
1,1,0,0,1,1993,0,11,3
1,1,1,0,0,1991,3,6,11
0,0,0,1,0,1992,1,4,9
0,1,1,1,0,1991,1,13,10
0,0,1,0,1,1991,1,10,13
0,1,1,0,0,1992,2,13,4
0,0,1,0,0,1993,1,3,5
0,0,0,0,0,1997,6,3,8
0,0,0,1,0,1991,2,6,11
0,0,1,1,0,1992,0,4,14
1,1,1,1,0,1989,5,13,8
0,0,1,0,0,1994,0,11,5
0,1,1,0,0,1991,4,7,20
1,1,1,1,0,1990,4,13,15
0,0,0,0,0,1992,1,13,5
0,1,1,0,0,1992,7,5,15
0,0,1,0,0,1992,2,3,4
0,0,1,0,0,1992,1,3,7
0,1,1,0,1,1992,1,13,10
0,0,1,0,0,1991,6,5,10
1,1,0,0,0,1993,5,9,15
0,1,0,1,0,1993,0,13,10
0,1,1,1,0,1992,0,8,5
0,0,0,0,0,1991,2,3,7
0,0,0,0,1,1991,0,11,4
1,0,1,0,0,1992,0,5,8
1,0,1,0,0,1994,2,3,7
0,0,1,0,0,1991,1,4,7
0,0,1,1,0,1992,2,3,15
0,1,1,0,0,1990,0,13,8
0,0,1,0,0,1992,2,3,10
1,1,1,0,1,1990,0,13,13
0,0,1,0,1,1991,1,6,11
0,0,1,1,0,1994,1,3,20
0,1,0,0,0,1991,0,13,15
1,0,1,0,0,1992,0,5,6
0,0,0,0,0,1994,4,2,43
0,0,1,0,0,1992,1,3,5
0,0,0,0,1,1990,2,5,12
0,0,1,0,1,1992,1,13,10
1,0,1,1,0,1995,2,5,12
1,1,0,0,0,1993,1,7,20
0,0,0,0,1,1991,0,9,4
1,1,1,0,1,1991,3,12,3
0,0,0,0,0,1993,3,3,9
0,0,1,0,0,1992,0,3,2
0,0,1,0,0,1994,5,3,6
1,1,0,1,0,1991,0,13,19
0,1,0,1,0,1991,2,13,8
0,1,0,1,0,1992,0,13,6
1,0,1,0,1,1991,1,11,26
1,1,0,1,0,1994,2,13,55
0,0,1,1,0,1992,1,3,12
